,Density,Molar Volume,Freely Rotatable Bonds,H Acceptors,H Donors,Molecular Weight,Polar Surface Area,Boiling Point
1019,1.55,317.3,14.0,11.0,6.0,492.47,175.0,762.8
1020,1.162,284.2,1.0,4.0,0.0,330.42,48.7,467.1
1021,1.849,129.8,2.0,3.0,2.0,240.05,53.4,441.1
1022,1.25,329.9,9.0,6.0,3.0,412.48,96.2,619.2
1023,1.32,212.3,7.0,8.0,0.0,282.25,102.0,385.1
1024,,,2.0,1.0,0.0,291.29,59.8,339.5
1025,1.0,284.5,2.0,0.0,0.0,286.48,25.3,425.4
1026,1.402,172.3,2.0,3.0,0.0,241.7,67.4,377.0
1027,1.3,391.0,4.0,8.0,1.0,511.71,116.0,
1028,1.255,208.9,4.0,4.0,2.0,262.3,74.6,476.3
1029,1.472,207.9,7.0,7.0,3.0,306.27,113.0,590.9
1030,1.124,290.2,2.0,1.0,0.0,326.43,13.1,431.9
1031,1.73,438.1,19.0,18.0,10.0,758.68,300.0,1119.0
1032,2.11,148.4,7.0,14.0,2.0,314.22,194.0,727.4
1033,1.282,593.2,4.0,0.0,0.0,760.68,0.0,794.5
1034,1.34,312.1,4.0,3.0,0.0,419.34,30.2,
1035,1.304,211.7,1.0,5.0,0.0,276.29,65.7,506.8
1036,1.202,263.3,5.0,3.0,0.0,316.68,42.3,372.3
1037,1.88,120.0,2.0,6.0,2.0,226.16,104.0,
1038,1.336,238.9,4.0,7.0,0.0,319.31,82.1,468.3
1039,,,,,,,,
1040,1.7,245.0,0.0,7.0,0.0,418.24,78.0,656.4
1041,2.0,91.0,2.0,8.0,2.0,182.14,89.4,
1042,1.54,461.3,19.0,17.0,6.0,710.68,242.0,887.1
1043,1.41,119.3,0.0,4.0,0.0,169.14,73.6,370.3
1044,1.348,180.4,6.0,5.0,2.0,243.28,104.0,347.3
1045,1.177,207.5,3.0,5.0,0.0,244.31,77.5,450.3
1046,1.375,234.2,4.0,6.0,1.0,322.32,85.4,556.7
1047,1.467,230.4,5.0,5.0,0.0,338.15,69.4,419.0
1048,1.275,233.9,4.0,6.0,2.0,298.29,76.7,494.3
1049,1.351,274.0,6.0,9.0,1.0,370.36,111.0,552.8
1050,1.78,215.7,12.0,13.0,10.0,384.34,221.0,835.4
1051,1.185,349.6,11.0,7.0,0.0,414.45,80.3,580.5
1052,0.975,268.9,5.0,2.0,1.0,262.39,37.3,317.9
1053,1.368,162.3,4.0,5.0,1.0,222.19,65.0,444.5
1054,1.04,208.7,2.0,2.0,0.0,218.29,18.5,313.7
1055,1.59,118.6,0.0,3.0,2.0,189.24,71.6,343.2
1056,0.987,188.1,2.0,1.0,0.0,185.73,23.8,205.4
1057,1.32,304.9,0.0,0.0,0.0,402.49,0.0,567.5
1058,1.22,188.3,3.0,5.0,1.0,230.27,63.3,384.2
1059,1.44,245.3,3.0,2.0,0.0,353.71,40.8,267.9
1060,1.44,109.7,1.0,4.0,2.0,158.59,54.0,265.0
1061,1.258,227.3,9.0,8.0,0.0,286.24,105.0,341.6
1062,1.232,161.5,2.0,1.0,0.0,199.01,26.9,256.2
1063,1.029,175.9,3.0,3.0,0.0,181.23,33.5,
1064,1.29,172.9,4.0,6.0,0.0,223.18,82.0,333.3
1065,1.63,117.7,2.0,5.0,3.0,193.15,78.9,319.5
1066,,,,,,,,
1067,1.33,314.6,4.0,7.0,0.0,420.48,104.0,507.7
1068,,,,,,,,
1069,,,,,,,,
1070,1.0707,101.0,1.0,1.0,0.0,106.12,17.1,
1071,1.209,125.7,3.0,3.0,1.0,152.15,46.5,281.0
1072,1.01,274.0,7.0,1.0,0.0,277.4,23.8,
1073,1.208,165.6,4.0,2.0,2.0,200.23,40.5,
1074,1.42,135.5,0.0,2.0,0.0,192.6,34.1,308.0
1075,1.19,183.2,5.0,1.0,0.0,218.12,3.24,
1076,1.777,219.8,0.0,2.0,0.0,390.86,18.5,474.6
1077,1.704,192.3,2.0,1.0,0.0,328.0,9.23,331.7
1078,1.161,194.8,7.0,5.0,0.0,226.23,54.0,354.2
1079,0.837,120.1,2.0,1.0,0.0,98.14,17.1,
1080,1.94,317.2,17.0,16.0,10.0,616.48,273.0,1088.1
1081,1.52,145.1,4.0,7.0,2.0,221.22,95.9,443.1
1082,1.298,182.0,2.0,2.0,0.0,236.26,42.5,373.4
1083,1.0,163.1,3.0,0.0,0.0,164.27,25.3,
1084,1.42,133.8,1.0,5.0,0.0,190.16,71.3,387.6
1085,1.27,341.9,8.0,5.0,0.0,434.44,77.5,625.7
1086,0.999,296.7,7.0,2.0,0.0,296.45,6.48,439.6
1087,1.648,205.0,2.0,0.0,0.0,338.04,0.0,385.8
1088,1.95,230.0,11.0,12.0,8.0,450.35,207.0,916.0
1089,1.567,162.1,0.0,2.0,1.0,254.13,28.7,270.1
1090,1.519,258.1,11.0,9.0,5.0,392.36,146.0,676.7
1091,,,,,,,,
1092,1.274,188.5,1.0,2.0,1.0,240.33,53.2,390.5
1093,1.212,125.5,1.0,2.0,2.0,152.22,71.0,288.3
1094,1.004,162.4,3.0,2.0,0.0,163.22,30.0,80.0
1095,1.558,191.3,3.0,6.0,2.0,298.25,89.1,577.4
1096,1.38,326.0,5.0,7.0,2.0,450.91,102.0,639.2
1097,1.763,264.5,11.0,12.0,8.0,466.39,207.0,897.4
1098,1.461,246.5,7.0,8.0,3.0,360.32,115.0,646.4
1099,2.47,180.6,0.0,1.0,0.0,446.76,4.93,462.6
1100,1.065,247.9,6.0,4.0,0.0,264.32,44.8,370.1
1101,1.31,152.7,0.0,4.0,0.0,200.19,66.0,346.5
1102,1.676,175.3,2.0,1.0,0.0,293.98,9.23,319.0
1103,1.32,489.8,15.0,8.0,6.0,646.73,156.0,887.0
1104,1.16,120.3,2.0,3.0,0.0,140.14,43.4,223.0
1105,1.304,146.5,1.0,4.0,0.0,191.18,46.6,326.9
1106,1.389,335.7,7.0,9.0,2.0,466.44,113.0,705.9
1107,1.488,195.3,2.0,4.0,0.0,290.73,87.0,459.1
1108,1.23,187.0,2.0,5.0,0.0,231.25,63.6,386.2
1109,1.29,242.0,5.0,6.0,1.0,312.32,71.4,549.9
1110,1.47,385.5,13.0,14.0,0.0,570.46,184.0,723.9
1111,1.59,126.9,1.0,3.0,0.0,202.04,30.2,
1112,1.4,231.5,5.0,4.0,2.0,324.22,49.4,424.1
1113,1.116,303.8,3.0,2.0,0.0,339.43,22.1,501.0
1114,1.478,129.3,4.0,4.0,3.0,191.18,73.3,479.6
1115,1.206,165.9,4.0,4.0,1.0,200.26,88.2,
1116,1.76,362.4,11.0,14.0,8.0,638.57,249.0,980.0
1117,1.424,476.2,7.0,6.0,0.0,678.48,77.8,673.4
1118,1.87,83.7,2.0,7.0,1.0,157.08,101.0,472.3
1119,1.796,200.3,2.0,1.0,0.0,359.96,9.23,320.5
1120,1.049,197.4,4.0,3.0,0.0,207.27,29.5,293.5
1121,0.982,165.0,4.0,1.0,1.0,162.23,20.2,261.6
1122,1.318,180.6,1.0,3.0,0.0,238.24,43.4,439.6
1123,1.1,139.6,0.0,2.0,0.0,154.6,17.8,222.5
1124,1.26,110.9,1.0,5.0,0.0,140.14,54.5,277.2
1125,1.33,217.9,1.0,5.0,0.0,290.31,61.8,538.1
1126,0.994,311.0,8.0,4.0,0.0,309.48,48.4,372.9
1127,1.352,178.3,3.0,5.0,2.0,241.25,78.1,430.6
1128,1.02,176.5,5.0,2.0,1.0,180.24,29.5,295.1
1129,1.24,292.8,10.0,6.0,0.0,363.43,99.4,
1130,1.16,206.1,7.0,5.0,1.0,239.27,68.4,338.2
1131,1.153,176.9,0.0,1.0,0.0,204.19,17.1,209.0
1132,1.301,231.5,3.0,6.0,0.0,301.29,85.3,450.3
1133,1.15,214.2,5.0,4.0,0.0,247.29,47.9,337.6
1134,1.05,224.9,4.0,2.0,1.0,237.36,54.4,399.8
1135,1.13,139.6,1.0,3.0,0.0,159.19,30.7,336.5
1136,1.57,456.4,18.0,16.0,6.0,716.68,233.0,919.9
1137,1.526,203.5,1.0,5.0,3.0,310.74,75.0,612.6
1138,1.21,186.4,7.0,6.0,0.0,226.23,70.4,331.6
1139,1.248,131.4,3.0,4.0,2.0,164.16,73.1,428.4
1140,1.25,206.3,3.0,4.0,0.0,259.33,83.5,
1141,0.984,156.7,2.0,2.0,0.0,154.21,18.5,203.4
1142,1.49,175.9,4.0,6.0,2.0,263.29,80.4,542.6
1143,1.31,109.4,0.0,3.0,0.0,144.13,49.8,296.8
1144,1.46,159.5,0.0,5.0,0.0,234.25,59.0,425.1
1145,1.34,143.2,0.0,2.0,0.0,192.22,17.3,
1146,1.43,116.7,0.0,3.0,0.0,167.6,30.2,
1147,1.36,198.3,3.0,2.0,2.0,270.35,65.8,497.4
1148,1.24,107.3,0.0,3.0,0.0,133.15,30.2,
1149,1.194,163.4,4.0,5.0,1.0,195.22,70.7,324.3
1150,1.557,206.9,3.0,6.0,2.0,322.27,93.1,653.8
1151,1.338,230.3,7.0,7.0,2.0,308.28,94.5,493.0
1152,1.1,186.1,3.0,1.0,0.0,205.32,37.7,317.5
1153,1.48,192.3,1.0,4.0,2.0,286.25,52.6,411.8
1154,1.44,320.7,6.0,10.0,1.0,462.45,139.0,640.7
1155,1.1,298.2,1.0,4.0,0.0,330.42,60.4,548.8
1156,1.146,269.0,12.0,6.0,0.0,308.33,78.9,480.3
1157,1.55,156.7,2.0,7.0,1.0,243.22,82.9,551.2
1158,1.06,183.8,4.0,1.0,1.0,196.31,45.5,311.4
1159,1.44,305.7,6.0,7.0,3.0,440.44,110.0,637.8
1160,1.113,190.5,5.0,4.0,1.0,212.24,59.7,311.4
1161,1.46,291.3,4.0,5.0,0.0,426.25,51.5,482.6
1162,1.244,193.0,5.0,3.0,1.0,240.25,54.4,457.8
1163,1.36,278.2,6.0,6.0,0.0,378.47,130.0,474.4
1164,1.27,246.3,5.0,6.0,0.0,313.35,64.4,539.2
1165,1.18,185.1,0.0,1.0,0.0,219.28,4.41,150.0
1166,1.6,150.0,2.0,6.0,1.0,240.24,97.1,
1167,0.8838,253.8,6.0,0.0,0.0,216.46,25.3,
1168,1.3,287.9,8.0,10.0,0.0,374.4,121.0,571.1
1169,1.35,303.9,5.0,6.0,0.0,412.96,62.1,477.7
1170,1.376,248.0,8.0,7.0,2.0,341.32,113.0,582.7
1171,1.42,483.2,20.0,17.0,5.0,690.69,243.0,816.8
1172,1.331,278.0,3.0,6.0,2.0,370.4,77.4,519.3
1173,2.02,433.0,21.0,23.0,13.0,878.65,387.0,1410.7
1174,1.2,336.7,5.0,5.0,0.0,405.55,72.1,514.6
1175,0.97,220.0,2.0,1.0,0.0,215.33,12.4,298.6
1176,1.59,258.5,4.0,5.0,1.0,413.64,72.8,581.3
1177,1.68,448.6,19.0,19.0,10.0,754.69,293.0,1061.4
1178,,,,,,368.39,,
1179,1.324,323.3,3.0,6.0,1.0,428.43,67.9,611.9
1180,1.49,259.5,5.0,6.0,1.0,387.67,105.0,
1181,1.265,166.9,1.0,2.0,2.0,211.26,36.0,440.0
1182,1.296,355.3,10.0,6.0,0.0,460.52,71.1,590.6
1183,1.67,295.0,2.0,3.0,0.0,492.93,45.3,571.4
1184,1.038,320.2,5.0,4.0,0.0,332.48,40.6,495.0
1185,1.27,267.5,6.0,7.0,1.0,341.36,91.7,593.8
1186,1.25,456.8,13.0,11.0,2.0,574.64,143.0,725.4
1187,1.48,439.4,6.0,11.0,2.0,653.78,177.0,846.9
1188,1.37,333.6,9.0,10.0,0.0,458.42,124.0,624.3
1189,2.268,233.5,3.0,4.0,2.0,529.8,71.8,434.7
1190,1.65,153.4,1.0,4.0,0.0,254.07,43.3,
1191,0.967,173.8,0.0,0.0,0.0,168.23,0.0,239.9
1192,1.3,344.5,6.0,8.0,1.0,448.51,108.0,545.2
1193,1.255,314.2,9.0,6.0,2.0,394.46,117.0,
1194,1.26,302.1,9.0,7.0,3.0,381.43,99.3,624.2
1195,1.299,325.1,6.0,6.0,3.0,422.47,96.2,644.8
1196,1.25,234.5,6.0,5.0,0.0,294.27,51.1,292.5
1197,1.485,185.2,2.0,6.0,2.0,275.26,84.9,519.1
1198,1.293,295.7,7.0,6.0,3.0,382.5,135.0,576.6
1199,1.174,267.7,1.0,2.0,0.0,314.38,26.3,507.6
1200,1.44,183.2,3.0,6.0,0.0,265.26,77.5,400.4
1201,1.21,250.6,1.0,3.0,0.0,305.4,47.0,469.3
1202,1.441,243.3,4.0,6.0,0.0,350.78,105.0,545.7
1203,1.32,242.4,2.0,4.0,0.0,320.34,52.6,527.3
1204,1.44,248.5,6.0,8.0,3.0,359.79,136.0,
1205,1.248,208.4,4.0,3.0,0.0,260.21,35.5,285.8
1206,1.335,212.9,4.0,5.0,2.0,284.31,75.0,541.1
1207,1.2,242.0,2.0,3.0,0.0,291.87,49.9,318.4
1208,1.371,259.8,5.0,9.0,1.0,356.33,111.0,517.3
1209,0.823,331.1,5.0,1.0,0.0,272.57,9.23,248.0
1210,1.23,293.0,4.0,5.0,1.0,361.44,56.2,539.6
1211,1.197,180.5,4.0,3.0,1.0,216.3,62.8,412.6
1212,,,,,,,,
1213,1.203,168.0,3.0,2.0,2.0,202.25,40.5,369.6
1214,1.636,190.1,3.0,4.0,1.0,311.13,63.6,496.5
1215,1.56,308.3,10.0,8.0,2.0,481.61,179.0,696.5
1216,1.13,353.6,7.0,7.0,0.0,400.47,91.0,573.4
1217,1.432,194.9,2.0,8.0,1.0,279.25,99.6,526.2
1218,1.54,181.1,5.0,4.0,1.0,279.77,115.0,461.3
1219,1.27,116.6,1.0,3.0,0.0,148.16,45.4,203.3
1220,1.19,155.2,1.0,3.0,1.0,185.23,52.5,389.6
1221,,,6.0,8.0,3.0,283.22,131.0,484.1
1222,1.18,228.1,2.0,3.0,0.0,270.35,90.0,428.2
1223,2.38,131.7,3.0,10.0,4.0,314.3,191.0,522.7
1224,1.53,203.3,7.0,9.0,4.0,311.29,130.0,654.1
1225,1.3,196.5,3.0,6.0,0.0,257.25,82.8,419.6
1226,1.42,130.4,0.0,4.0,1.0,186.23,74.7,521.0
1227,1.91,128.1,3.0,2.0,1.0,244.91,32.6,265.9
1228,1.544,196.8,8.0,3.0,2.0,304.13,57.5,285.8
1229,1.507,104.9,3.0,4.0,2.0,158.18,91.3,425.1
1230,,,,,,199.23,,
1231,2.09,102.0,0.0,4.0,1.0,214.02,46.4,
1232,0.98,251.3,6.0,4.0,0.0,246.41,36.9,202.5
1233,1.01,216.2,4.0,2.0,0.0,220.34,26.3,271.8
1234,2.12,117.3,1.0,3.0,1.0,249.01,49.7,318.9
1235,1.84,140.3,1.0,5.0,2.0,259.05,78.8,467.2
1236,2.32,281.0,5.0,1.0,2.0,652.95,51.3,545.4
1237,0.88,138.2,0.0,0.0,0.0,120.19,0.0,248.0
1238,2.343,240.9,2.0,1.0,0.0,564.69,9.23,416.0
1239,1.225,,3.0,0.0,0.0,306.23,0.0,360.0
1240,1.249,178.6,1.0,0.0,0.0,223.1,0.0,
1241,1.805,144.5,1.0,2.0,1.0,261.06,29.1,362.7
1242,2.12,297.8,0.0,0.0,0.0,631.98,0.0,633.7
1243,1.525,106.9,1.0,5.0,1.0,163.13,74.5,383.3
1244,,,,,,170.17,,
1245,1.146,393.1,6.0,6.0,0.0,450.52,55.4,578.7
1246,1.099,221.2,5.0,3.0,2.0,243.3,44.5,391.9
1247,1.74,272.4,0.0,0.0,0.0,474.19,0.0,557.4
1248,1.32,121.7,2.0,4.0,1.0,161.16,50.9,371.4
1249,1.788,131.9,0.0,0.0,0.0,236.03,0.0,202.4
1250,1.27,93.1,3.0,2.0,0.0,108.52,26.3,133.0
1251,1.317,172.4,3.0,1.0,0.0,227.1,9.23,290.5
1252,1.649,135.2,1.0,2.0,2.0,223.07,38.9,370.4
1253,1.23,92.6,1.0,2.0,0.0,114.07,30.2,118.6
1254,1.2003,104.5,1.0,0.0,0.0,122.98,0.0,
1255,1.036,132.2,3.0,2.0,1.0,137.18,32.9,
1256,1.222,166.1,4.0,4.0,0.0,203.19,62.9,360.0
1257,0.758,185.0,3.0,0.0,0.0,140.3,0.0,143.8
1258,1.315,124.8,0.0,2.0,2.0,164.23,67.2,239.6
1259,1.011,163.2,3.0,2.0,1.0,165.23,33.1,271.5
1260,1.327,233.0,6.0,5.0,3.0,309.32,82.6,540.4
1261,2.01,176.1,1.0,7.0,2.0,355.19,75.6,687.3
1262,1.006,147.3,3.0,1.0,1.0,148.2,20.2,250.3
1263,0.915,149.8,3.0,1.0,1.0,137.22,15.8,84.5
1264,,,3.0,2.0,0.0,258.56,40.9,386.1
1265,,,,,,,,
1266,1.308,452.1,10.0,7.0,2.0,591.65,87.2,894.3
1267,,,,,,,,
1268,0.939,204.5,6.0,2.0,0.0,192.25,26.3,287.5
1269,1.231,169.8,2.0,3.0,2.0,209.25,44.5,468.2
1270,0.994,173.2,3.0,4.0,2.0,172.23,58.2,405.5
1271,1.8,640.2,25.0,24.0,19.0,1153.01,431.0,
1272,1.141,179.8,1.0,4.0,3.0,205.26,58.4,443.1
1273,1.99,176.9,3.0,7.0,5.0,353.17,115.0,600.5
1274,0.952,154.5,3.0,1.0,2.0,147.22,26.0,243.4
1275,1.26,184.9,4.0,5.0,2.0,233.27,62.7,576.6
1276,1.181,216.9,6.0,4.0,0.0,256.32,68.8,414.9
1277,1.4,333.3,9.0,8.0,4.0,468.93,134.0,672.4
1278,,,,,,,,
1279,1.16,185.8,2.0,1.0,0.0,215.68,12.9,330.8
1280,1.54,429.9,3.0,4.0,2.0,665.29,66.8,690.3
1281,1.418,274.7,3.0,5.0,2.0,389.84,71.1,610.0
1282,1.4,258.8,7.0,7.0,2.0,362.76,112.0,566.0
1283,1.65,389.5,13.0,15.0,5.0,644.58,201.0,954.6
1284,1.59,382.1,13.0,15.0,3.0,608.65,251.0,
1285,1.734,215.8,5.0,7.0,4.0,374.37,160.0,654.9
1286,1.374,185.7,2.0,3.0,2.0,255.24,52.3,454.9
1287,1.715,125.4,1.0,6.0,6.0,215.21,114.0,699.6
1288,1.63,370.4,4.0,6.0,4.0,606.29,118.0,797.8
1289,1.5,246.4,5.0,6.0,2.0,370.75,136.0,439.3
1290,1.326,166.7,1.0,5.0,2.0,221.21,75.6,463.2
1291,1.311,215.9,3.0,5.0,0.0,283.28,65.5,484.6
1292,1.595,202.4,2.0,3.0,1.0,323.02,54.6,375.4
1293,,,6.0,2.0,2.0,221.16,40.5,342.0
1294,1.274,174.3,4.0,6.0,4.0,222.24,92.7,415.9
1295,1.4,156.5,0.0,3.0,1.0,219.24,41.6,483.2
1296,1.3,225.5,3.0,3.0,0.0,293.58,32.7,350.0
1297,1.26,214.5,1.0,4.0,0.0,272.3,52.6,457.3
1298,1.16,253.7,4.0,3.0,2.0,295.44,84.9,444.1
1299,0.98,298.7,5.0,4.0,0.0,294.19,44.8,324.7
1300,1.478,220.7,4.0,8.0,1.0,326.33,120.0,630.9
1301,1.336,301.7,8.0,6.0,0.0,403.27,71.1,475.0
1302,1.195,153.2,5.0,4.0,2.0,183.2,62.3,347.1
1303,1.324,182.8,3.0,1.0,1.0,242.24,20.2,297.3
1304,1.54,286.3,3.0,6.0,0.0,441.28,68.6,697.3
1305,1.169,168.6,3.0,1.0,0.0,197.32,63.6,279.4
1306,1.254,147.1,4.0,2.0,0.0,184.57,26.3,220.7
1307,1.01,111.0,3.0,3.0,1.0,113.11,49.7,226.7
1308,1.452,220.5,5.0,7.0,1.0,320.32,117.0,610.5
1309,1.7,331.3,13.0,14.0,7.0,564.49,214.0,893.3
1310,1.3,207.1,1.0,3.0,1.0,270.35,69.7,528.9
1311,1.457,391.3,9.0,10.0,4.0,570.54,152.0,879.0
1312,1.09,544.7,7.0,8.0,0.0,598.77,105.0,718.0
1313,1.21,183.0,3.0,3.0,0.0,222.67,27.1,311.0
1314,1.155,176.7,2.0,3.0,0.0,204.22,39.4,293.8
1315,1.271,261.3,3.0,4.0,0.0,332.35,44.8,531.2
1316,1.066,264.6,10.0,4.0,2.0,282.38,58.9,434.4
1317,1.26,278.9,3.0,5.0,1.0,352.41,84.0,514.2
1318,2.014,168.2,5.0,4.0,4.0,338.98,83.6,467.0
1319,1.168,192.7,6.0,5.0,2.0,225.24,70.8,378.8
1320,1.4,290.4,4.0,7.0,2.0,408.45,84.5,572.8
1321,1.29,245.0,6.0,7.0,0.0,316.31,90.7,486.9
1322,1.65,127.0,1.0,5.0,2.0,210.62,73.3,
1323,0.8639,220.4,5.0,0.0,0.0,188.41,25.3,
1324,0.968,201.6,6.0,3.0,0.0,195.26,29.5,288.2
1325,1.83,378.7,17.0,16.0,10.0,694.59,273.0,973.7
1326,1.184,283.8,5.0,3.0,0.0,336.36,35.5,505.7
1327,1.28,322.8,5.0,3.0,0.0,416.48,51.8,390.3
1328,1.2,386.3,7.0,10.0,3.0,464.56,136.0,783.2
1329,1.366,229.9,4.0,6.0,1.0,314.29,82.1,546.2
1330,1.2369,170.5,6.0,7.0,1.0,224.15,96.0,
1331,1.25,419.9,10.0,9.0,1.0,528.59,125.0,660.0
1332,1.208,221.9,5.0,4.0,0.0,268.23,44.8,311.8
1333,,,,,,223.21,,
1334,1.226,198.3,2.0,5.0,2.0,243.26,74.2,356.5
1335,1.224,269.8,7.0,6.0,0.0,330.33,78.9,501.3
1336,1.53,251.4,4.0,6.0,1.0,385.73,81.7,501.6
1337,1.54,188.3,3.0,3.0,1.0,290.1,37.8,396.7
1338,1.623,216.9,7.0,5.0,0.0,352.12,54.0,423.9
1339,1.64,192.5,3.0,8.0,1.0,316.27,113.0,700.6
1340,1.325,198.5,3.0,5.0,2.0,263.29,77.8,532.5
1341,1.128,214.7,4.0,1.0,0.0,242.24,17.1,275.5
1342,1.357,220.7,4.0,4.0,4.0,299.76,70.9,
1343,1.049,183.2,4.0,1.0,0.0,192.23,17.1,306.1
1344,1.14,209.7,6.0,5.0,1.0,239.27,68.4,384.0
1345,1.51,181.5,5.0,8.0,1.0,275.26,92.3,
1346,1.447,229.5,3.0,3.0,1.0,332.19,46.3,409.7
1347,0.958,321.8,6.0,1.0,0.0,308.56,34.5,357.0
1348,1.31,318.7,5.0,4.0,0.0,418.44,52.6,637.9
1349,1.317,151.9,3.0,4.0,1.0,200.19,62.8,425.3
1350,1.36,265.8,4.0,8.0,0.0,362.39,89.4,
1351,1.594,528.6,18.0,14.0,12.0,842.84,261.0,
1352,1.493,175.1,2.0,3.0,2.0,261.56,73.2,262.5
1353,1.46,231.6,2.0,4.0,0.0,339.17,52.6,534.4
1354,1.268,206.0,5.0,5.0,2.0,261.27,75.6,465.4
1355,1.174,363.2,8.0,6.0,1.0,426.5,66.4,580.7
1356,1.148,221.4,6.0,3.0,1.0,254.35,62.8,443.4
1357,1.34,174.8,3.0,5.0,0.0,235.24,47.8,450.9
1358,1.421,194.3,3.0,3.0,0.0,276.23,51.8,305.6
1359,1.02,324.4,4.0,3.0,0.0,333.54,56.2,410.0
1360,1.8,206.3,3.0,2.0,1.0,372.96,32.6,349.3
1361,,,10.0,2.0,0.0,336.5,6.48,392.6
1362,1.1,201.9,6.0,2.0,0.0,222.3,51.6,321.4
1363,1.669,153.3,2.0,4.0,0.0,256.05,52.3,348.7
1364,1.119,178.8,6.0,3.0,0.0,200.26,68.7,316.4
1365,1.072,155.0,2.0,3.0,0.0,166.22,23.6,219.8
1366,1.62,132.7,1.0,6.0,1.0,216.2,70.7,
1367,1.373,246.9,4.0,7.0,0.0,339.3,98.4,537.4
1368,1.101,199.9,4.0,4.0,2.0,220.27,58.2,528.1
1369,1.267,240.0,4.0,3.0,3.0,304.39,51.8,586.9
1370,0.879,176.4,4.0,2.0,1.0,155.24,29.1,284.4
1371,,,4.0,4.0,0.0,455.08,52.6,408.9
1372,1.24,216.2,2.0,7.0,2.0,269.31,99.9,458.5
1373,1.18,344.5,6.0,6.0,0.0,409.5,79.7,597.6
1374,1.2,204.0,3.0,5.0,0.0,245.28,53.0,413.6
1375,1.239,198.6,3.0,5.0,0.0,246.26,67.3,426.6
1376,1.13,139.9,4.0,2.0,1.0,158.22,62.6,297.3
1377,1.285,282.5,8.0,9.0,0.0,363.32,121.0,488.0
1378,1.29,205.6,5.0,6.0,0.0,266.25,78.9,414.1
1379,1.2,917.9,23.0,12.0,4.0,1107.42,168.0,1097.0
1380,1.325,181.2,3.0,5.0,0.0,240.28,78.1,375.8
1381,,,4.0,2.0,0.0,229.13,30.2,307.0
1382,1.283,178.1,4.0,3.0,2.0,228.67,57.5,363.6
1383,1.53,146.6,0.0,2.0,0.0,225.09,17.3,
1384,1.355,169.4,5.0,4.0,3.0,229.66,69.6,384.8
1385,,,,,,,,
1386,,,,,,,,
1387,,,,,,,,
1388,1.005,150.8,0.0,1.0,0.0,179.22,12.9,346.0
1389,1.197,212.3,0.0,0.0,0.0,254.33,0.0,371.8
1390,1.243,260.8,8.0,4.0,3.0,324.37,77.8,549.0
1391,1.293,251.4,4.0,7.0,4.0,325.37,109.0,603.3
1392,1.64,138.8,1.0,7.0,1.0,228.21,87.1,454.8
1393,1.6,162.8,2.0,3.0,0.0,260.62,51.8,270.6
1394,1.33,281.5,4.0,4.0,0.0,376.23,48.3,473.8
1395,1.58,133.2,2.0,1.0,1.0,211.06,20.2,291.3
1396,0.9981,210.4,8.0,4.0,0.0,214.26,52.6,
1397,1.535,139.4,2.0,2.0,2.0,214.06,43.1,322.9
1398,1.034,275.9,8.0,3.0,1.0,285.43,28.2,434.7
1399,1.316,139.0,4.0,5.0,1.0,183.16,75.3,351.9
1400,1.844,127.6,2.0,2.0,1.0,235.46,37.3,264.7
1401,1.526,171.0,3.0,2.0,0.0,261.14,42.5,398.8
1402,1.5,259.9,3.0,4.0,0.0,392.27,64.5,557.6
1403,1.272,131.3,3.0,4.0,1.0,167.16,66.1,308.4
1404,1.249,139.4,1.0,1.0,0.0,174.17,17.1,301.6
1405,1.181,140.6,4.0,3.0,1.0,166.17,50.4,320.3
1406,1.117,98.5,0.0,2.0,0.0,110.11,26.3,
1407,1.49,286.2,6.0,7.0,3.0,427.4,116.0,624.4
1408,1.73,152.6,1.0,4.0,1.0,264.08,65.3,460.7
1409,1.21,258.9,8.0,5.0,1.0,313.35,64.6,422.9
1410,1.189,180.0,4.0,4.0,2.0,214.26,66.8,324.9
1411,1.5,355.6,4.0,10.0,3.0,534.7,188.0,836.0
1412,1.98,124.6,0.0,1.0,0.0,247.01,23.8,250.5
1413,1.306,142.7,4.0,4.0,0.0,186.53,54.6,164.0
1414,1.42,501.6,16.0,12.0,8.0,712.74,230.0,944.5
1415,1.147,155.2,3.0,3.0,0.0,178.18,43.4,305.9
1416,1.25,169.3,4.0,3.0,0.0,212.27,62.6,357.6
1417,1.19,218.5,6.0,4.0,0.0,260.23,44.8,333.5
1418,1.273,194.1,1.0,2.0,1.0,247.29,25.0,486.9
1419,1.594,165.0,3.0,1.0,0.0,263.18,66.6,323.5
1420,1.379,142.5,1.0,2.0,0.0,196.66,54.0,338.5
1421,1.206,159.3,2.0,4.0,1.0,192.21,47.1,344.3
1422,1.542,134.2,2.0,1.0,0.0,207.09,37.5,211.6
1423,1.581,172.2,2.0,4.0,2.0,272.28,103.0,599.8
1424,1.28,281.1,5.0,6.0,2.0,361.51,102.0,420.9
1425,1.149,144.5,2.0,4.0,0.0,166.18,58.7,246.8
1426,1.748,164.7,2.0,0.0,0.0,287.98,0.0,344.1
1427,1.328,170.9,2.0,1.0,0.0,227.1,9.23,285.6
1428,1.45,477.5,16.0,13.0,5.0,692.71,199.0,908.7
1429,1.323,155.7,3.0,4.0,2.0,206.2,74.6,362.3
1430,1.43,207.7,3.0,6.0,1.0,297.26,83.9,554.7
1431,1.321,225.7,4.0,5.0,1.0,298.29,65.0,516.0
