,Density,Molar Volume,Freely Rotatable Bonds,H Acceptors,H Donors,Molecular Weight,Polar Surface Area,Boiling Point
7319,2.18,130.9,4.0,8.0,5.0,285.69,130.0,618.6
7320,1.17,454.9,8.0,6.0,1.0,534.68,89.9,653.2
7321,1.42,202.2,2.0,5.0,0.0,288.73,58.5,470.0
7322,1.443,844.9,24.0,18.0,0.0,1219.45,380.0,
7323,1.23,484.9,13.0,10.0,1.0,596.67,135.0,684.9
7324,1.237,249.0,7.0,4.0,1.0,308.26,65.6,367.6
7325,1.67,158.1,1.0,7.0,0.0,265.23,88.9,
7326,1.114,285.7,4.0,3.0,2.0,318.45,57.5,479.0
7327,0.95,232.0,4.0,3.0,0.0,221.3,30.8,308.3
7328,1.324,248.6,4.0,5.0,0.0,329.37,93.7,514.5
7329,0.909,169.4,4.0,2.0,0.0,154.21,26.3,195.2
7330,1.103,300.9,4.0,5.0,0.0,331.95,55.3,386.0
7331,1.13,412.9,10.0,5.0,2.0,466.61,79.9,585.3
7332,1.07,216.6,4.0,3.0,0.0,232.28,35.5,410.3
7333,1.29,292.6,5.0,5.0,2.0,379.45,79.1,569.7
7334,1.62,226.4,3.0,5.0,1.0,367.18,64.6,477.9
7335,,,3.0,1.0,0.0,132.14,22.8,148.4
7336,1.213,283.7,6.0,5.0,3.0,344.4,79.2,526.6
7337,1.292,203.6,5.0,4.0,2.0,263.21,61.6,329.3
7338,1.106,149.3,4.0,3.0,1.0,165.19,42.4,283.4
7339,1.72,345.5,16.0,15.0,8.0,594.52,234.0,963.1
7340,1.27,209.7,3.0,3.0,0.0,267.37,88.2,427.6
7341,1.43,406.7,1.0,4.0,1.0,584.38,55.8,636.7
7342,1.3,258.8,6.0,1.0,0.0,338.45,109.0,444.5
7343,1.425,264.3,5.0,9.0,1.0,376.8,104.0,561.7
7344,1.238,169.7,4.0,3.0,0.0,210.25,71.6,324.6
7345,1.393,268.6,7.0,8.0,2.0,374.34,104.0,612.5
7346,2.25,272.6,8.0,9.0,6.0,616.06,151.0,812.5
7347,1.378,201.8,7.0,8.0,2.0,278.26,110.0,540.0
7348,1.145,377.5,8.0,6.0,2.0,432.55,93.1,515.7
7349,1.12,240.6,6.0,6.0,0.0,271.31,65.1,338.2
7350,1.44,325.2,5.0,7.0,2.0,468.55,130.0,709.2
7351,1.177,387.6,3.0,0.0,0.0,456.58,0.0,672.0
7352,1.26,195.4,3.0,5.0,2.0,247.29,74.6,429.9
7353,1.25,246.3,4.0,6.0,0.0,309.32,72.9,486.3
7354,1.155,142.4,5.0,3.0,0.0,164.59,35.5,207.1
7355,1.43,375.4,4.0,8.0,0.0,540.57,98.1,810.4
7356,1.42,270.8,3.0,3.0,0.0,385.62,143.0,531.6
7357,1.33,220.7,6.0,6.0,2.0,294.3,93.1,425.6
7358,1.78,228.6,3.0,14.0,3.0,407.3,200.0,
7359,1.87,304.2,7.0,9.0,0.0,571.18,122.0,407.2
7360,1.225,306.8,8.0,4.0,1.0,375.92,81.4,485.4
7361,1.34,205.8,1.0,3.0,0.0,277.25,30.2,
7362,1.616,168.3,2.0,1.0,0.0,272.08,9.23,329.1
7363,1.734,234.4,6.0,5.0,1.0,406.6,64.5,499.8
7364,1.23,359.9,4.0,4.0,2.0,445.59,60.8,668.5
7365,1.527,265.2,2.0,5.0,1.0,405.24,65.0,563.4
7366,1.456,138.1,0.0,3.0,1.0,201.15,41.6,287.9
7367,1.25,238.4,2.0,3.0,0.0,298.29,32.7,416.7
7368,1.74,168.6,0.0,6.0,0.0,294.34,88.6,
7369,1.085,202.9,6.0,0.0,0.0,220.36,50.6,287.3
7370,1.52,261.3,6.0,12.0,1.0,398.32,147.0,
7371,1.216,159.5,2.0,4.0,0.0,194.18,52.6,293.1
7372,1.422,290.1,5.0,5.0,0.0,412.84,87.1,618.2
7373,1.51,197.9,2.0,6.0,1.0,300.24,85.4,531.4
7374,1.32,207.8,5.0,7.0,0.0,275.26,89.9,419.4
7375,1.008,421.2,14.0,5.0,1.0,424.65,65.0,490.0
7376,1.058,310.4,7.0,0.0,0.0,328.49,0.0,438.6
7377,0.969,783.1,16.0,6.0,0.0,759.32,63.2,655.8
7378,1.35,166.8,2.0,4.0,1.0,226.23,64.3,507.1
7379,1.278,224.6,6.0,6.0,0.0,287.27,81.4,402.7
7380,1.643,102.5,0.0,4.0,3.0,168.58,67.6,464.5
7381,1.25,240.4,4.0,4.0,0.0,302.76,55.1,470.6
7382,1.339,158.4,1.0,4.0,0.0,212.2,56.0,387.4
7383,1.473,138.8,0.0,3.0,0.0,204.61,38.9,388.0
7384,1.86,187.5,6.0,6.0,3.0,349.2,116.0,
7385,1.283,457.9,12.0,12.0,0.0,587.62,119.0,690.6
7386,1.22,292.1,0.0,0.0,0.0,356.46,0.0,521.9
7387,1.61,583.0,17.0,14.0,12.0,938.93,261.0,
7388,1.648,265.2,5.0,7.0,1.0,437.27,113.0,648.0
7389,1.29,146.9,1.0,5.0,0.0,190.2,50.5,
7390,0.927,231.2,4.0,1.0,0.0,214.37,42.4,291.1
7391,1.57,285.9,10.0,13.0,3.0,450.4,176.0,
7392,1.25,271.6,3.0,5.0,1.0,340.37,76.7,554.1
7393,1.295,319.1,4.0,8.0,1.0,413.42,84.5,589.0
7394,1.19,205.4,3.0,5.0,0.0,245.28,57.0,392.9
7395,1.2,201.9,1.0,3.0,0.0,243.3,29.5,388.7
7396,1.57,163.5,4.0,6.0,3.0,257.31,113.0,473.7
7397,1.87,134.4,1.0,5.0,0.0,252.27,128.0,534.2
7398,1.585,132.5,1.0,5.0,1.0,210.16,60.9,393.0
7399,1.07,313.3,7.0,3.0,1.0,338.44,46.5,496.8
7400,1.364,172.3,3.0,6.0,0.0,235.19,85.3,360.3
7401,1.288,283.5,0.0,0.0,0.0,365.3,0.0,442.5
7402,1.5,179.3,1.0,2.0,0.0,269.15,62.0,424.1
7403,1.49,172.6,5.0,5.0,2.0,258.32,127.0,414.5
7404,1.81,179.4,3.0,2.0,0.0,324.91,22.1,123.0
7405,1.216,298.7,13.0,8.0,1.0,363.36,108.0,474.3
7406,1.3,240.8,12.0,8.0,3.0,313.35,113.0,516.0
7407,1.48,322.8,7.0,11.0,2.0,480.46,155.0,676.4
7408,1.33,221.1,3.0,3.0,2.0,294.44,96.9,477.5
7409,1.63,192.3,1.0,3.0,0.0,315.15,30.2,
7410,1.227,255.9,5.0,5.0,0.0,314.33,54.0,470.0
7411,,,,,,,,
7412,1.79,269.1,3.0,1.0,0.0,482.01,3.24,514.9
7413,1.404,129.6,5.0,4.0,3.0,182.17,77.8,414.4
7414,1.185,156.3,1.0,3.0,1.0,185.24,54.6,296.5
7415,1.42,94.5,2.0,3.0,2.0,135.12,64.3,334.8
7416,1.25,221.0,5.0,6.0,3.0,276.29,87.7,380.3
7417,2.001,119.9,0.0,0.0,0.0,239.99,0.0,
7418,3.307,90.6,0.0,0.0,0.0,299.73,0.0,185.9
7419,1.44,184.5,2.0,6.0,1.0,267.24,87.3,479.8
7420,1.714,207.9,0.0,2.0,0.0,356.42,18.5,443.7
7421,1.155,167.1,5.0,4.0,0.0,193.2,56.3,150.0
7422,1.158,168.5,0.0,1.0,1.0,195.26,15.8,381.3
7423,,,0.0,0.0,0.0,181.09,0.0,
7424,1.316,177.1,4.0,5.0,1.0,233.22,68.4,413.8
7425,1.365,219.2,3.0,3.0,6.0,299.37,78.1,534.7
7426,1.37,112.0,1.0,5.0,0.0,154.12,66.1,287.5
7427,1.229,109.0,0.0,3.0,0.0,134.14,38.9,209.2
7428,1.3,183.9,2.0,1.0,0.0,239.1,9.23,297.9
7429,1.259,157.3,6.0,4.0,3.0,198.22,69.9,390.7
7430,1.148,254.4,4.0,4.0,0.0,292.33,44.2,466.7
7431,1.057,931.4,9.0,20.0,5.0,985.22,259.0,1217.8
7432,1.1241,122.5,2.0,2.0,0.0,140.21,51.1,115.0
7433,1.354,101.9,1.0,4.0,3.0,138.12,72.2,528.7
7434,1.45,136.6,0.0,0.0,0.0,198.33,82.7,354.1
7435,1.309,310.3,6.0,4.0,4.0,406.57,112.0,574.9
7436,1.35,349.2,11.0,11.0,0.0,474.48,149.0,551.5
7437,1.166,338.2,8.0,4.0,3.0,394.5,69.9,582.0
7438,1.443,135.8,5.0,5.0,2.0,196.16,83.8,426.4
7439,1.349,270.8,8.0,9.0,0.0,365.34,108.0,470.2
7440,1.018,212.3,5.0,2.0,0.0,216.28,18.5,
7441,1.108,126.3,2.0,3.0,0.0,140.14,39.4,
7442,1.174,207.0,4.0,4.0,0.0,243.26,55.1,387.7
7443,1.85,252.5,15.0,13.0,8.0,468.37,224.0,896.0
7444,1.016,146.7,1.0,2.0,0.0,149.19,30.0,
7445,1.281,166.3,4.0,4.0,1.0,213.25,83.6,407.9
7446,1.254,191.4,5.0,6.0,3.0,240.26,91.4,467.9
7447,1.21,224.5,4.0,1.0,0.0,272.34,42.4,418.2
7448,1.141,179.8,1.0,4.0,3.0,205.26,58.4,490.2
7449,1.7,367.0,16.0,16.0,8.0,624.55,244.0,957.1
7450,1.36,479.3,16.0,14.0,0.0,654.62,180.0,698.5
7451,1.42,272.1,7.0,5.0,1.0,388.28,89.9,443.2
7452,1.6,180.7,3.0,6.0,2.0,290.68,73.5,410.6
7453,1.29,256.7,9.0,8.0,2.0,333.32,113.0,460.4
7454,1.35,145.9,6.0,5.0,2.0,197.19,86.3,396.5
7455,1.539,224.9,3.0,8.0,2.0,346.3,132.0,705.7
7456,1.22,177.5,3.0,4.0,2.0,218.25,57.3,432.9
7457,1.548,250.6,4.0,2.0,0.0,388.09,18.5,451.2
7458,2.67,163.6,1.0,3.0,0.0,437.71,41.1,409.4
7459,1.97,153.9,1.0,3.0,0.0,304.36,41.1,364.8
7460,1.6,252.8,6.0,2.0,0.0,405.18,59.4,377.1
7461,1.37,367.0,4.0,10.0,1.0,504.53,135.0,737.4
7462,1.306,189.2,3.0,6.0,1.0,247.25,79.4,481.1
7463,1.1,227.4,4.0,4.0,0.0,250.29,52.6,426.7
7464,1.09,171.0,1.0,3.0,1.0,187.24,29.9,334.2
7465,1.495,192.6,2.0,1.0,0.0,288.13,17.1,302.4
7466,1.141,291.0,11.0,5.0,1.0,332.39,57.2,484.4
7467,1.347,231.0,2.0,6.0,1.0,311.34,73.5,506.1
7468,1.31,216.5,2.0,4.0,0.0,284.23,41.9,373.5
7469,1.18,153.4,3.0,4.0,1.0,181.19,59.2,334.1
7470,1.4,186.2,1.0,4.0,0.0,262.26,52.1,543.7
7471,1.493,266.5,7.0,5.0,1.0,398.23,65.0,420.5
7472,1.505,102.3,0.0,4.0,0.0,154.12,48.1,382.6
7473,1.756,219.8,3.0,5.0,0.0,386.14,57.9,498.4
7474,1.47,140.8,3.0,6.0,1.0,207.19,76.7,
7475,1.569,142.2,1.0,7.0,2.0,223.19,93.7,529.4
7476,1.98,514.0,4.0,12.0,6.0,1019.12,182.0,
7477,1.508,173.1,4.0,5.0,1.0,261.15,83.1,388.5
7478,1.362,209.4,2.0,4.0,0.0,285.32,81.6,495.4
7479,1.33,217.1,5.0,6.0,1.0,290.34,106.0,503.9
7480,1.341,221.6,3.0,4.0,0.0,297.23,55.1,327.9
7481,1.36,292.1,2.0,3.0,1.0,398.26,36.8,554.4
7482,1.562,194.6,2.0,3.0,1.0,304.13,42.0,385.8
7483,1.836,199.8,5.0,5.0,2.0,366.99,78.6,392.6
7484,1.265,179.0,3.0,3.0,0.0,226.66,35.5,305.5
7485,1.108,393.7,6.0,2.0,0.0,436.59,34.1,609.8
7486,1.281,186.2,2.0,4.0,0.0,238.67,44.2,440.4
7487,1.252,289.3,9.0,4.0,0.0,362.47,103.0,553.4
7488,1.19,190.7,3.0,4.0,0.0,228.31,71.3,430.8
7489,1.055,199.1,7.0,3.0,2.0,210.27,57.5,402.8
7490,1.322,172.6,3.0,5.0,0.0,228.2,75.8,426.0
7491,1.5,192.0,2.0,2.0,0.0,288.75,53.4,548.2
7492,0.95,278.1,6.0,2.0,0.0,264.44,26.3,329.2
7493,1.297,226.0,4.0,4.0,0.0,293.32,46.6,435.1
7494,1.26,340.5,8.0,6.0,0.0,430.52,96.4,634.6
7495,1.613,173.6,5.0,5.0,3.0,280.1,82.8,492.5
7496,0.923,266.6,1.0,1.0,0.0,246.39,9.23,380.4
7497,1.18,156.0,0.0,2.0,1.0,185.22,32.9,365.7
7498,1.143,203.1,4.0,1.0,1.0,232.24,20.2,279.5
7499,1.44,226.1,8.0,8.0,2.0,326.18,131.0,456.9
7500,1.262,146.4,2.0,1.0,0.0,184.99,26.9,
7501,2.38,113.2,1.0,7.0,0.0,270.07,116.0,348.7
7502,1.343,184.7,5.0,3.0,1.0,248.11,38.3,327.9
7503,1.781,197.5,4.0,4.0,0.0,351.98,52.6,361.7
7504,1.3,129.5,2.0,3.0,1.0,169.2,75.0,327.7
7505,1.229,266.6,3.0,3.0,0.0,327.81,37.4,548.1
7506,1.31,157.2,1.0,5.0,2.0,207.23,62.7,415.3
7507,1.43,188.8,3.0,6.0,1.0,271.27,74.9,629.4
7508,1.14,294.2,4.0,3.0,0.0,336.37,74.5,485.2
7509,1.36,259.6,6.0,2.0,0.0,354.24,22.1,494.0
7510,1.387,161.6,4.0,5.0,2.0,224.21,76.0,502.7
7511,1.27,283.2,4.0,5.0,1.0,361.44,52.7,
7512,1.18,400.4,4.0,6.0,1.0,474.63,82.1,588.4
7513,1.36,778.3,22.0,21.0,6.0,1064.22,279.0,
7514,1.179,225.7,1.0,5.0,1.0,266.29,76.1,513.8
7515,1.315,179.6,5.0,4.0,2.0,236.29,93.5,306.9
7516,1.08,377.8,7.0,6.0,1.0,408.53,82.1,508.3
7517,1.423,273.6,2.0,4.0,0.0,389.5,96.7,663.4
7518,1.155,253.8,8.0,6.0,1.0,293.32,81.7,457.4
7519,1.415,305.5,5.0,7.0,4.0,432.51,124.0,656.9
7520,1.489,170.7,3.0,4.0,2.0,254.24,66.8,518.0
7521,1.302,195.5,3.0,4.0,0.0,254.67,44.8,428.0
7522,,,,,,365.34,,
7523,1.38,133.3,1.0,5.0,2.0,185.19,80.5,454.8
7524,1.87,254.0,6.0,8.0,0.0,476.27,119.0,378.0
7525,1.29,266.3,6.0,5.0,0.0,343.76,72.1,533.4
7526,1.41,202.6,3.0,5.0,2.0,285.73,69.6,565.9
7527,1.076,187.8,3.0,3.0,0.0,202.25,36.3,344.5
7528,1.397,246.2,3.0,3.0,0.0,344.2,31.4,410.7
7529,1.05,321.1,14.0,5.0,2.0,337.45,67.8,468.2
7530,1.485,270.7,4.0,2.0,0.0,402.12,18.5,437.7
7531,1.432,237.5,8.0,8.0,4.0,340.33,126.0,583.9
7532,1.109,302.2,10.0,6.0,1.0,335.4,73.9,489.5
7533,1.252,230.2,4.0,6.0,0.0,288.3,83.2,495.2
7534,1.39,174.7,2.0,4.0,1.0,243.26,57.6,417.5
7535,1.562,732.3,22.0,0.0,0.0,1144.43,0.0,474.8
7536,1.293,353.6,8.0,7.0,1.0,457.48,90.9,616.4
7537,,,,,,,,
7538,1.36,255.6,3.0,6.0,1.0,348.35,77.0,572.1
7539,1.348,201.1,2.0,2.0,1.0,271.15,37.3,344.0
7540,1.24,178.0,4.0,6.0,4.0,222.24,88.7,
7541,1.523,290.8,5.0,1.0,0.0,443.18,12.9,218.9
7542,1.451,143.4,4.0,6.0,1.0,208.17,92.1,408.3
7543,1.005,229.1,6.0,5.0,2.0,230.3,67.4,352.1
7544,1.16,196.6,0.0,2.0,0.0,228.29,34.1,393.7
7545,1.23,187.9,2.0,5.0,0.0,231.25,61.4,381.6
7546,1.4,199.5,1.0,3.0,1.0,279.72,37.3,584.8
7547,1.75,216.9,11.0,11.0,8.0,380.35,190.0,632.5
7548,1.21,328.8,9.0,8.0,3.0,398.53,108.0,
7549,1.03,277.4,5.0,5.0,1.0,287.36,70.2,423.8
7550,1.31,242.9,2.0,8.0,1.0,318.33,91.3,
7551,1.22,306.8,7.0,7.0,0.0,374.39,72.5,541.4
7552,1.561,282.4,3.0,0.0,0.0,441.04,0.0,350.0
7553,,,,,,342.41,,
7554,0.976,261.6,3.0,1.0,0.0,255.4,3.24,345.0
7555,1.116,226.8,6.0,3.0,1.0,253.36,63.6,350.0
7556,1.109,256.3,5.0,3.0,1.0,284.35,46.5,426.7
7557,1.126,253.3,6.0,4.0,1.0,285.34,47.6,506.0
7558,,,,,,196.27,,
7559,1.27,219.2,7.0,7.0,0.0,279.29,75.5,452.1
7560,1.16,274.2,5.0,5.0,0.0,319.36,55.4,
7561,1.284,245.5,4.0,5.0,2.0,315.39,99.3,475.7
7562,1.21,181.6,3.0,5.0,0.0,221.21,72.8,353.7
7563,1.022,129.6,3.0,1.0,0.0,132.59,17.1,189.6
7564,1.381,147.8,3.0,4.0,4.0,204.23,79.1,503.0
7565,1.162,224.8,7.0,5.0,3.0,261.32,73.2,483.8
7566,1.15,132.8,1.0,1.0,0.0,153.18,44.5,228.0
7567,1.6,234.9,9.0,10.0,6.0,376.36,166.0,646.3
7568,1.242,190.9,4.0,5.0,2.0,237.25,75.6,328.6
7569,1.306,188.4,5.0,6.0,0.0,246.22,95.9,385.8
7570,1.73,168.1,4.0,3.0,2.0,291.09,52.3,378.8
7571,1.15,186.7,3.0,1.0,0.0,216.3,34.5,345.1
7572,1.301,136.1,1.0,2.0,1.0,177.22,54.4,
7573,1.17,71.0,0.0,3.0,0.0,83.09,30.7,
7574,1.789,483.3,18.0,18.0,14.0,864.76,320.0,
7575,1.077,208.0,6.0,4.0,0.0,224.25,44.8,316.7
7576,1.158,138.2,2.0,2.0,0.0,160.17,26.3,220.6
7577,0.843,167.6,2.0,1.0,0.0,140.22,17.1,165.0
7578,1.663,163.5,3.0,4.0,0.0,272.05,97.0,150.0
7579,1.274,77.2,0.0,0.0,0.0,98.48,0.0,-5.4
7580,1.396,195.8,2.0,1.0,0.0,273.54,9.23,
7581,1.24,122.2,1.0,1.0,2.0,151.59,26.0,253.5
7582,1.154,235.9,0.0,0.0,0.0,272.43,50.6,472.7
7583,1.12,301.7,5.0,4.0,0.0,340.41,52.6,491.5
7584,1.055,130.0,2.0,2.0,1.0,137.18,33.1,
7585,1.02,149.1,3.0,3.0,0.0,152.19,35.0,211.9
7586,1.19,125.3,1.0,4.0,2.0,149.15,58.7,282.0
7587,1.382,128.0,1.0,1.0,1.0,177.03,20.2,261.2
7588,1.233,191.6,0.0,2.0,0.0,236.27,34.1,440.9
7589,1.244,189.0,4.0,3.0,1.0,235.2,30.5,289.0
7590,1.72,345.5,9.0,10.0,6.0,594.57,169.0,866.7
7591,1.062,719.9,17.0,5.0,5.0,765.12,101.0,746.0
7592,1.45,206.4,2.0,3.0,0.0,300.59,54.9,
7593,1.16,256.9,2.0,3.0,1.0,300.39,54.4,439.2
7594,1.409,150.5,2.0,3.0,1.0,212.2,50.4,376.5
7595,1.345,178.5,3.0,3.0,2.0,240.25,49.7,515.4
7596,1.35,220.3,5.0,4.0,0.0,298.36,75.6,482.0
7597,1.69,247.9,8.0,1.0,0.0,420.14,9.23,
7598,0.938,219.7,3.0,1.0,1.0,206.32,20.2,251.0
7599,1.02,262.9,7.0,4.0,0.0,268.35,60.4,382.0
7600,1.02,182.4,2.0,2.0,0.0,186.25,17.8,344.6
7601,1.243,144.1,4.0,4.0,1.0,179.17,66.1,289.0
7602,1.003,95.7,1.0,1.0,0.0,96.13,17.1,121.9
7603,1.19,162.0,2.0,5.0,1.0,193.2,61.8,
7604,1.013,174.8,3.0,2.0,0.0,177.24,20.3,286.9
7605,1.19,199.5,5.0,5.0,0.0,238.24,69.7,345.8
7606,1.093,574.0,11.0,11.0,3.0,627.82,129.0,858.4
7607,1.532,126.0,1.0,5.0,0.0,193.13,71.6,357.8
7608,1.424,129.2,5.0,5.0,2.0,184.15,87.7,448.4
7609,1.009,191.5,5.0,2.0,1.0,193.29,23.5,314.7
7610,1.425,160.8,1.0,4.0,2.0,229.23,70.2,470.6
7611,1.058,196.7,6.0,3.0,1.0,208.25,38.7,317.3
7612,1.179,324.1,11.0,6.0,0.0,382.41,71.1,533.6
7613,1.68,96.3,0.0,5.0,3.0,162.15,80.4,426.1
7614,1.239,221.3,6.0,6.0,1.0,274.32,74.0,458.2
7615,1.578,253.7,7.0,8.0,5.0,400.38,145.0,600.5
7616,1.263,231.3,3.0,3.0,1.0,292.33,54.4,488.4
7617,1.294,324.7,8.0,6.0,3.0,420.46,92.3,510.5
7618,1.32,488.1,17.0,13.0,4.0,644.66,164.0,848.2
7619,1.07,340.1,6.0,4.0,1.0,364.51,50.7,
7620,1.544,272.2,11.0,10.0,5.0,420.37,163.0,688.8
7621,1.51,193.0,3.0,5.0,0.0,292.24,69.6,355.9
7622,1.39,224.6,5.0,5.0,3.0,312.32,87.0,553.6
7623,1.51,114.4,2.0,4.0,4.0,173.17,85.8,532.4
7624,1.17,280.1,3.0,4.0,0.0,330.42,44.8,423.9
7625,1.346,237.8,3.0,6.0,0.0,320.3,74.5,556.8
7626,1.43,195.2,2.0,5.0,2.0,279.29,72.4,573.5
7627,1.4,172.7,2.0,4.0,1.0,242.3,75.5,539.9
7628,1.07,188.1,2.0,3.0,0.0,202.25,27.1,321.4
7629,1.97,233.5,8.0,8.0,6.0,461.11,137.0,
7630,1.24,244.5,4.0,5.0,0.0,304.3,71.6,
7631,1.142,394.5,11.0,4.0,0.0,450.53,36.9,589.0
7632,1.202,158.9,4.0,4.0,0.0,191.18,59.3,387.8
7633,1.35,152.5,2.0,4.0,1.0,206.2,55.8,444.6
7634,1.38,387.1,4.0,6.0,2.0,534.6,101.0,770.6
7635,1.37,434.8,9.0,12.0,1.0,599.02,164.0,654.6
7636,1.88,126.5,1.0,2.0,0.0,238.02,26.3,283.1
7637,1.31,268.5,1.0,3.0,0.0,353.41,37.4,531.1
7638,1.367,219.5,3.0,5.0,2.0,300.31,68.2,424.8
7639,2.12,510.6,7.0,20.0,10.0,1084.31,303.0,
7640,1.253,226.8,8.0,7.0,1.0,284.26,91.3,432.8
7641,1.169,246.5,7.0,4.0,1.0,288.34,63.6,456.6
7642,1.43,295.7,4.0,8.0,3.0,424.47,148.0,665.9
7643,1.296,273.9,8.0,4.0,0.0,355.22,52.6,412.8
7644,1.504,195.5,4.0,3.0,1.0,294.14,42.1,444.8
7645,1.212,194.8,2.0,5.0,1.0,236.27,62.7,373.7
7646,1.493,235.1,3.0,4.0,0.0,351.22,76.4,481.1
7647,1.251,353.5,8.0,4.0,4.0,442.56,48.1,682.6
7648,1.086,353.9,6.0,2.0,0.0,384.51,26.3,567.6
7649,1.0,252.1,6.0,4.0,0.0,252.31,52.6,298.8
7650,1.382,152.7,1.0,3.0,1.0,211.22,50.2,447.4
7651,1.454,218.8,7.0,6.0,4.0,318.32,99.4,549.8
7652,1.26,161.0,2.0,4.0,0.0,203.19,55.4,349.9
7653,1.35,210.9,3.0,6.0,1.0,285.35,125.0,445.9
7654,1.136,192.0,7.0,4.0,2.0,218.3,57.4,548.8
7655,1.33,348.8,12.0,11.0,0.0,464.42,141.0,537.0
7656,1.382,225.8,1.0,4.0,1.0,312.29,55.8,502.2
7657,1.32,308.5,6.0,6.0,2.0,408.49,78.9,571.3
7658,1.51,375.5,8.0,7.0,0.0,567.6,193.0,739.3
7659,1.12,352.1,7.0,6.0,1.0,394.5,85.4,480.0
7660,1.33,439.5,9.0,11.0,1.0,586.63,156.0,690.6
7661,1.48,151.5,2.0,3.0,0.0,225.01,44.7,230.8
7662,1.358,265.2,6.0,5.0,0.0,360.26,65.7,355.5
7663,1.236,247.9,6.0,4.0,0.0,306.74,44.8,438.2
7664,1.93,153.9,2.0,2.0,0.0,298.0,43.1,211.3
7665,1.651,157.5,3.0,6.0,1.0,260.2,86.0,510.0
7666,1.12,243.3,2.0,3.0,0.0,274.36,35.5,389.7
7667,1.173,319.1,7.0,4.0,1.0,374.48,43.8,570.5
7668,1.291,237.1,4.0,3.0,1.0,306.28,49.0,445.6
7669,2.284,144.9,4.0,8.0,3.0,331.08,116.0,
7670,1.89,401.1,22.0,21.0,13.0,758.63,345.0,1155.8
7671,1.274,716.6,18.0,12.0,0.0,913.03,133.0,
7672,1.27,244.2,6.0,5.0,2.0,311.33,71.7,549.7
7673,0.985,175.7,4.0,2.0,1.0,173.28,54.4,335.2
7674,1.18,324.0,4.0,0.0,0.0,382.5,0.0,598.4
7675,1.587,134.9,5.0,9.0,5.0,214.18,142.0,603.1
7676,1.36,216.5,1.0,5.0,0.0,295.34,45.6,366.3
7677,1.23,319.3,5.0,6.0,0.0,395.45,66.4,577.7
7678,1.2,249.3,5.0,6.0,0.0,301.29,74.2,469.6
7679,1.24,463.0,10.0,6.0,2.0,574.67,75.8,796.7
7680,,,,,,,,
7681,1.394,297.1,5.0,8.0,1.0,414.41,92.7,582.9
7682,1.376,218.0,5.0,4.0,2.0,300.14,65.5,437.8
7683,1.508,197.6,1.0,2.0,0.0,298.21,54.0,253.0
7684,1.31,296.0,6.0,8.0,2.0,388.42,111.0,627.1
7685,1.573,185.7,3.0,4.0,1.0,292.23,81.1,396.6
7686,1.146,193.0,5.0,4.0,1.0,221.25,66.1,343.4
7687,1.84,177.9,2.0,5.0,1.0,327.57,96.0,434.8
7688,2.056,124.7,4.0,6.0,4.0,256.6,115.0,647.5
7689,1.315,295.5,6.0,6.0,2.0,388.85,74.8,650.2
7690,1.044,212.7,2.0,4.0,1.0,222.28,33.7,320.9
7691,1.32,203.8,3.0,3.0,1.0,269.22,42.4,422.0
7692,1.22,346.9,7.0,6.0,3.0,424.5,96.8,698.4
7693,1.39,281.4,5.0,7.0,1.0,391.37,93.1,621.9
7694,1.71,170.7,0.0,7.0,1.0,292.68,87.8,
7695,1.42,237.5,1.0,5.0,0.0,337.76,53.0,512.2
7696,1.46,152.2,3.0,5.0,1.0,223.25,88.2,383.6
7697,1.217,309.1,10.0,9.0,2.0,376.41,120.0,535.8
7698,2.39,226.4,3.0,8.0,2.0,542.02,97.3,640.7
7699,1.39,192.4,1.0,5.0,0.0,268.27,67.3,470.7
7700,1.364,196.6,3.0,4.0,3.0,268.29,63.8,477.3
7701,1.624,116.3,1.0,2.0,0.0,189.01,30.2,208.6
7702,1.348,210.0,4.0,9.0,0.0,283.24,137.0,334.3
7703,1.16,224.1,5.0,5.0,0.0,260.29,53.4,383.2
7704,1.19,285.0,3.0,6.0,0.0,341.4,54.4,435.3
7705,1.147,150.8,4.0,5.0,1.0,173.17,72.5,297.2
7706,1.627,167.3,3.0,7.0,3.0,272.21,115.0,567.5
7707,1.172,283.4,3.0,4.0,2.0,332.43,70.7,487.9
7708,1.386,210.3,5.0,6.0,1.0,291.69,92.2,462.9
7709,1.45,224.8,4.0,6.0,1.0,327.36,111.0,612.2
7710,1.47,157.8,1.0,6.0,0.0,233.22,69.4,463.1
7711,0.902,208.5,6.0,1.0,0.0,188.27,17.1,329.6
7712,1.573,259.4,4.0,0.0,0.0,408.17,0.0,347.9
7713,1.86,251.7,5.0,7.0,0.0,470.12,82.4,577.2
7714,1.31,204.9,6.0,5.0,1.0,270.3,98.1,380.1
7715,1.171,258.8,6.0,6.0,0.0,303.36,62.7,468.2
7716,1.96,259.8,8.0,14.0,4.0,511.56,270.0,
7717,1.25,251.9,2.0,4.0,1.0,316.35,54.2,471.8
7718,1.38,159.7,3.0,3.0,2.0,221.3,127.0,495.3
7719,1.52,158.6,4.0,4.0,1.0,242.32,106.0,447.8
7720,1.274,142.1,3.0,2.0,2.0,181.26,62.3,420.5
7721,1.3,178.3,2.0,4.0,2.0,232.31,90.0,413.2
7722,1.199,195.3,3.0,5.0,0.0,234.25,55.6,
7723,1.429,282.7,6.0,5.0,1.0,404.25,60.8,537.1
